House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Fish Locks,Henry,Elliott,45,None,Single,Male,Commercial horticulturist,None,Catholic
26,Fish Locks,Elizabeth,Williams,42,None,Single,Female,Structural engineer,None,None
27,Fish Locks,Abdul,Burgess,63,Head,Single,Male,Set designer,None,Christian
27,Fish Locks,Ellie,O'Brien,43,None,Single,Female,Management consultant,None,Methodist
28,Fish Locks,Julie,Gardiner,42,Head,Married,Female,Chief Marketing Officer,None,Catholic
28,Fish Locks,Elliott,Gardiner,45,Husband,Married,Male,Tourist information centre manager,None,Catholic
28,Fish Locks,Leanne,Gardiner,11,Daughter,NA,Female,Student,None,NA
28,Fish Locks,Joshua,Gardiner,9,Son,NA,Male,Student,None,NA
29,Fish Locks,Mohammad,Hale,23,Head,Married,Male,"Nurse, adult",None,None
29,Fish Locks,Lynda,Hale,21,Wife,Married,Female,University Student,None,None
30,Fish Locks,Anthony,Evans,55,Head,Single,Male,"Presenter, broadcasting",None,Christian
31,Fish Locks,Natalie,Simpson,55,Head,Single,Female,Technical sales engineer,None,Christian
32,Fish Locks,Jayne,Wood,28,Head,Widowed,Female,Interpreter,None,None
33,Fish Locks,Max,Kelly,37,Head,Married,Male,Energy engineer,None,None
33,Fish Locks,Eileen,Kelly,34,Wife,Married,Female,"Psychologist, forensic",None,None
34,Fish Locks,Glenn,Chan,22,Head,Single,Male,University Student,None,Christian
34,Fish Locks,Dominic,Hawkins,21,None,Single,Male,University Student,None,Christian
34,Fish Locks,Aimee,Saunders,20,None,Single,Female,University Student,None,None
35,Fish Locks,Glenn,Allen,60,Head,Married,Male,"Civil engineer, contracting",None,Christian
35,Fish Locks,Jemma,Allen,55,Wife,Married,Female,"Teacher, adult education",None,None
36,Fish Locks,Alison,Williams,47,Head,Married,Female,Geographical information systems officer,None,None
36,Fish Locks,Gerald,Williams,45,Husband,Married,Male,Advertising account executive,None,None
36,Fish Locks,Catherine,Williams,8,Daughter,NA,Female,Student,None,NA
36,Fish Locks,Henry,Williams,5,Son,NA,Male,Student,None,NA
36,Fish Locks,Jay,Williams,3,Son,NA,Male,Child,None,NA
37,Fish Locks,Rosie,Summers,47,Head,Single,Female,Financial adviser,None,Catholic
37,Fish Locks,Darren,Lyons,49,Partner,Single,Male,Building surveyor,None,Catholic
37,Fish Locks,Molly,Summers,16,Daughter,NA,Female,Student,None,NA
38,Fish Locks,Gregory,Bell,63,Head,Single,Male,Art therapist,None,Catholic
38,Fish Locks,Wayne,Parkinson,15,Grandson,NA,Male,Student,None,NA
38,Fish Locks,Ryan,Williams,14,Grandson,NA,Male,Student,None,NA
38,Fish Locks,Frank,Chambers,10,Grandson,NA,Male,Student,None,NA
39,Fish Locks,Eileen,Norton,60,Head,Divorced,Female,"Designer, ceramics/pottery",None,None
39,Fish Locks,Lynda,Watts,2,Granddaughter,NA,Female,Child,None,NA
40,Fish Locks,Lindsey,Ward,49,Head,Divorced,Female,Unemployed,None,Christian
40,Fish Locks,Tony,Ward,10,Son,NA,Male,Student,None,NA
40,Fish Locks,Joe,Ward,7,Son,NA,Male,Student,None,NA
40,Fish Locks,Leon,Ward,4,Son,NA,Male,Child,None,NA
41,Fish Locks,Terry,Higgins,54,Head,Single,Male,Barrister,None,Catholic
42,Fish Locks,Deborah,Thomas,63,Head,Divorced,Female,Learning mentor,None,Christian
43,Fish Locks,Pauline,Field,42,Head,Divorced,Female,Unemployed,None,Christian
43,Fish Locks,Jamie,Field,3,Son,NA,Male,Child,None,NA
43,Fish Locks,Lynne,Field,1,Daughter,NA,Female,Child,None,NA
43,Fish Locks,Leslie,Field,1,Son,NA,Male,Child,None,NA
44,Fish Locks,Suzanne,Faulkner,64,Head,Widowed,Female,"Lecturer, further education",None,None
44,Fish Locks,Reece,Butler,4,Grandson,NA,Male,Child,None,NA
45,Fish Locks,Joan,Faulkner,38,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
45,Fish Locks,Wayne,Faulkner,37,Husband,Married,Male,Radio broadcast assistant,None,Catholic
45,Fish Locks,Melanie,Faulkner,10,Daughter,NA,Female,Student,None,NA
45,Fish Locks,Alexandra,Faulkner,6,Daughter,NA,Female,Student,None,NA
46,Fish Locks,Alison,Davis,44,Head,Divorced,Female,Unemployed,None,None
46,Fish Locks,Rosie,Davis,11,Daughter,NA,Female,Student,None,NA
46,Fish Locks,Duncan,Davis,9,Son,NA,Male,Student,None,NA
46,Fish Locks,Kathryn,Davis,7,Daughter,NA,Female,Student,None,NA
46,Fish Locks,Sarah,Davis,7,Daughter,NA,Female,Student,None,NA
47,Fish Locks,Carly,Gill,88,Head,Married,Female,Retired Plant breeder/geneticist,None,Christian
47,Fish Locks,George,Gill,90,Husband,Married,Male,"Retired Psychologist, counselling",None,Christian
48,Fish Locks,Victor,George,31,Head,Single,Male,"Engineer, civil (contracting)",None,Muslim
49,Fish Locks,Jill,Davey,63,Head,Single,Female,Child psychotherapist,None,Christian
50,Fish Locks,Beth,Hewitt,31,Head,Single,Female,Freight forwarder,None,None
50,Fish Locks,Billy,Gibbons,33,Partner,Single,Male,Diplomatic Services operational officer,None,None
51,Fish Locks,Roy,Higgins,69,Head,Married,Male,"Retired Programme researcher, broadcasting/film/video",None,Christian
51,Fish Locks,Sandra,Higgins,63,Wife,Married,Female,Primary school teacher,None,Christian
52,Fish Locks,Charlie,Osborne,60,Head,Single,Male,Restaurant manager,None,Christian
53,Fish Locks,Rebecca,Singh,34,Head,Single,Female,Sports coach,None,Catholic
54,Fish Locks,Charlotte,Bray,46,Head,Single,Female,Unemployed,None,None
55,Fish Locks,Emma,Wilson,61,Head,Married,Female,Visual merchandiser,None,Christian
55,Fish Locks,Lawrence,Wilson,62,Husband,Married,Male,Arts development officer,None,Christian
1,Green Street,Robin,Conway,37,Head,Single,Male,Production engineer,None,Christian
2,Green Street,Ross,Miller,82,Head,Married,Male,Retired Recruitment consultant,None,Catholic
2,Green Street,Andrea,Miller,82,Wife,Married,Female,"Retired Librarian, academic",None,None
3,Green Street,Katherine,Hamilton,57,Head,Single,Female,Broadcast presenter,None,Christian
3,Green Street,Brandon,Watson,59,Partner,Single,Male,"Engineer, land",None,Christian
4,Green Street,Mohamed,Allen,45,Head,Single,Male,Maintenance engineer,None,None
5,Green Street,Denis,Brown,50,Head,Single,Male,Minerals surveyor,None,Catholic
6,Green Street,Georgia,Foster,20,Head,Single,Female,University Student,None,Catholic
6,Green Street,Luke,Brown,20,None,Single,Male,University Student,None,NA
6,Green Street,Danny,Watkins,19,None,Single,Male,University Student,None,Christian
7,Green Street,Kayleigh,Akhtar,65,Head,Widowed,Female,Accounting technician,None,Sikh
8,Green Street,Nicole,Porter,41,Head,Widowed,Female,Facilities manager,None,Christian
9,Green Street,Julia,Dixon,39,Head,Married,Female,Public affairs consultant,None,None
9,Green Street,Pamela,Dixon,43,Wife,Married,Female,Unemployed,None,None
9,Green Street,Hilary,Dixon,6,Daughter,NA,Female,Student,None,NA
9,Green Street,Samantha,Dixon,1,Daughter,NA,Female,Child,None,NA
10,Green Street,Ashleigh,Smith,35,Head,Single,Female,Clinical biochemist,None,Catholic
10,Green Street,Max,Robertson,41,Partner,Single,Male,Ranger/warden,None,Catholic
10,Green Street,Jordan,Smith,12,Son,NA,Male,Student,None,NA
11,Green Street,Jacob,Nicholls,53,Head,Divorced,Male,Broadcast presenter,None,None
12,Green Street,Abdul,Weston,37,Head,Single,Male,"Accountant, chartered certified",None,None
12,Green Street,Andrew,Stone,39,None,Single,Male,"Radiographer, therapeutic",None,Methodist
13,Green Street,Julia,Wall,33,Head,Divorced,Female,"Engineer, broadcasting (operations)",None,Christian
13,Green Street,Leonard,Wall,12,Son,NA,Male,Student,None,NA
13,Green Street,Josephine,Wall,11,Daughter,NA,Female,Student,None,NA
14,Green Street,Norman,Roberts,32,Head,Single,Male,Counsellor,None,Sikh
15,Green Street,Ryan,Gardner,30,Head,Single,Male,Holiday representative,None,Catholic
16,Green Street,Mary,Clarke,39,Head,Single,Female,Waste management officer,None,Catholic
17,Green Street,Conor,Woodward,18,Head,Married,Male,Student,None,NA
17,Green Street,Joyce,Woodward,19,Wife,Married,Female,University Student,None,NA
18,Green Street,Scott,Brennan,24,Head,Divorced,Male,Clinical molecular geneticist,None,Muslim
19,Green Street,Carolyn,Short,71,Head,Married,Female,Retired Network engineer,None,Christian
19,Green Street,Gary,Short,78,Husband,Married,Male,"Retired Psychologist, occupational",None,None
20,Green Street,Jemma,Whitehead,53,Head,Divorced,Female,"Horticulturist, amenity",None,Christian
20,Green Street,Margaret,Whitehead,15,Daughter,NA,Female,Student,None,NA
1,Riley Avenue,Julia,Butler,53,Head,Married,Female,Medical sales representative,None,None
1,Riley Avenue,Bruce,Butler,57,Husband,Married,Male,Fitness centre manager,None,None
2,Riley Avenue,Mandy,Brookes,22,Head,Married,Female,University Student,None,None
2,Riley Avenue,Danny,Brookes,25,Husband,Married,Male,"Psychologist, prison and probation services",None,None
3,Riley Avenue,Hazel,Wood,49,Head,Married,Female,Solicitor,None,Methodist
3,Riley Avenue,Simon,Wood,52,Husband,Married,Male,"Conservation officer, nature",None,Methodist
4,Riley Avenue,Hollie,Stokes,49,Head,Married,Female,"Surveyor, building control",None,None
4,Riley Avenue,Elliot,Stokes,51,Husband,Married,Male,Solicitor,None,None
4,Riley Avenue,Declan,Stokes,20,Son,Divorced,Male,University Student,None,None
4,Riley Avenue,Eric,Stokes,20,Son,Single,Male,University Student,None,None
4,Riley Avenue,Eric,Stokes,0,Son,NA,Male,Child,None,NA
5,Riley Avenue,Gemma,Marshall,38,Head,Single,Female,Chief Technology Officer,None,None
5,Riley Avenue,Charlotte,Bailey,38,None,Single,Female,Electrical engineer,None,None
5,Riley Avenue,Ian,Baldwin,57,None,Single,Male,"Surveyor, hydrographic",None,Catholic
5,Riley Avenue,Francesca,John,59,None,Single,Female,Arboriculturist,None,Christian
6,Riley Avenue,Glen,Lloyd,43,Head,Married,Male,Unemployed,None,Christian
6,Riley Avenue,Alison,Lloyd,40,Wife,Married,Female,Dramatherapist,None,Christian
6,Riley Avenue,Marilyn,Lloyd,14,Daughter,NA,Female,Student,None,NA
7,Riley Avenue,Sylvia,Edwards,66,Head,Widowed,Female,Commercial/residential surveyor,None,None
7,Riley Avenue,Kerry,Edwards,8,Granddaughter,NA,Female,Student,None,NA
8,Riley Avenue,Louise,Fletcher,74,Head,Married,Female,"Retired Engineer, mining",None,Christian
8,Riley Avenue,Dean,Fletcher,74,Husband,Married,Male,"Retired Scientist, research (medical)",None,Christian
9,Riley Avenue,Mohamed,Carter,26,Head,Married,Male,Data scientist,None,None
9,Riley Avenue,Louise,Carter,21,Wife,Married,Female,University Student,None,None
9,Riley Avenue,Margaret,Jones,59,Lodger,Divorced,Female,"Designer, industrial/product",None,Christian
10,Riley Avenue,Linda,Moore,29,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,Sikh
10,Riley Avenue,Dale,Armstrong,31,Partner,Single,Male,Holiday representative,None,Sikh
11,Riley Avenue,Cheryl,Griffiths,58,Head,Married,Female,IT consultant,None,None
11,Riley Avenue,Francis,Griffiths,53,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,None
12,Riley Avenue,Chelsea,Daniels,49,Head,Married,Female,Environmental manager,None,Christian
12,Riley Avenue,Charlie,Daniels,50,Husband,Married,Male,"Engineer, maintenance",None,None
12,Riley Avenue,Abbie,Daniels,35,Daughter,Divorced,Female,Leisure centre manager,None,Christian
13,Riley Avenue,Marie,Williams,28,Head,Married,Female,"Education officer, museum",None,None
13,Riley Avenue,Shaun,Williams,32,Husband,Married,Male,"Engineer, land",None,None
13,Riley Avenue,Tina,Williams,5,Daughter,NA,Female,Student,None,NA
14,Riley Avenue,Mohammad,Roberts,43,Head,Single,Male,"Lighting technician, broadcasting/film/video",None,Catholic
14,Riley Avenue,Jennifer,Perkins,46,Partner,Single,Female,Video editor,None,Catholic
15,Riley Avenue,Glen,Henry,20,Head,Single,Male,University Student,None,Catholic
15,Riley Avenue,Teresa,Burton,22,None,Single,Female,University Student,None,Methodist
16,Riley Avenue,Brian,Smith,67,Head,Married,Male,Theme park manager,None,Christian
16,Riley Avenue,Eileen,Smith,60,Wife,Married,Female,Private music teacher,None,Christian
17,Riley Avenue,Rosemary,King,28,Head,Single,Female,Animal technologist,None,Catholic
17,Riley Avenue,Ruth,King,3,Daughter,NA,Female,Child,None,NA
18,Riley Avenue,Danny,Griffiths,63,Head,Single,Male,"Surveyor, mining",None,Christian
18,Riley Avenue,Joanna,Adams,54,None,Single,Female,Gaffer,None,None
19,Riley Avenue,Grace,Wong,40,Head,Single,Female,Camera operator,None,Christian
19,Riley Avenue,Paul,Powell,53,None,Single,Male,IT technical support officer,None,Christian
19,Riley Avenue,Stuart,Williams,23,None,Single,Male,Herbalist,None,None
20,Riley Avenue,Jane,Lewis,66,Head,Widowed,Female,Arts administrator,None,Catholic
20,Riley Avenue,Jade,Coles,11,Granddaughter,NA,Female,Student,None,NA
21,Riley Avenue,Leonard,Read,63,Head,Married,Male,Mudlogger,None,Christian
21,Riley Avenue,Rosie,Read,62,Wife,Married,Female,Unemployed,None,Christian
22,Riley Avenue,Chelsea,Johnston,73,Head,Single,Female,Retired Magazine journalist,None,None
23,Riley Avenue,Kimberley,Duffy,45,Head,Single,Female,Unemployed,None,None
23,Riley Avenue,Gregory,Rice,13,Son,NA,Male,Student,Physical Disability,NA
23,Riley Avenue,Carole,Rice,6,Daughter,NA,Female,Student,None,NA
24,Riley Avenue,Patricia,Murphy,33,Head,Single,Female,Energy manager,None,Catholic
24,Riley Avenue,Jonathan,Wood,34,Partner,Single,Male,Product manager,None,Catholic
24,Riley Avenue,Michelle,Murphy,7,Daughter,NA,Female,Student,None,NA
24,Riley Avenue,Mandy,Murphy,5,Daughter,NA,Female,Student,None,NA
25,Riley Avenue,Mandy,Howell,38,Head,Married,Female,Stage manager,None,None
25,Riley Avenue,Craig,Howell,40,Husband,Married,Male,"Education officer, community",None,None
26,Riley Avenue,Karl,Brooks,101,Head,Married,Male,"Retired Investment banker, corporate",None,Christian
26,Riley Avenue,Margaret,Brooks,99,Wife,Married,Female,"Retired Production designer, theatre/television/film",None,None
27,Riley Avenue,Alison,Mason,39,Head,Married,Female,Hotel manager,None,Catholic
27,Riley Avenue,Graham,Mason,41,Husband,Married,Male,Unemployed,None,Catholic
27,Riley Avenue,Ashley,Mason,15,Adopted Son,NA,Male,Student,None,NA
28,Riley Avenue,Louise,Wells,36,Head,Married,Female,Occupational therapist,None,None
28,Riley Avenue,Stephen,Wells,37,Husband,Married,Male,Research scientist (life sciences),None,None
28,Riley Avenue,Michelle,Wells,10,Daughter,NA,Female,Student,None,NA
28,Riley Avenue,Lisa,Wells,9,Daughter,NA,Female,Student,None,NA
28,Riley Avenue,Caroline,Wells,8,Daughter,NA,Female,Student,None,NA
28,Riley Avenue,Janice,Wells,4,Daughter,NA,Female,Child,None,NA
29,Riley Avenue,Reece,Mills,44,Head,Married,Male,Music tutor,None,Catholic
29,Riley Avenue,Jacqueline,Mills,41,Wife,Married,Female,"Lighting technician, broadcasting/film/video",None,Catholic
30,Riley Avenue,Rosemary,Marshall,32,Head,Single,Female,"Producer, television/film/video",None,Methodist
31,Riley Avenue,Irene,Campbell,94,Head,Divorced,Female,Retired Archaeologist,None,Christian
32,Riley Avenue,Carol,Hall,50,Head,Single,Female,Merchant navy officer,None,Christian
32,Riley Avenue,Damian,Knight,55,Partner,Single,Male,Retail buyer,None,Christian
32,Riley Avenue,Kim,Hall,17,Daughter,NA,Female,Student,None,NA
33,Riley Avenue,Josh,Jones,86,Head,Married,Male,Unemployed,None,None
33,Riley Avenue,Rebecca,Jones,84,Wife,Married,Female,Retired Waste management officer,None,None
34,Riley Avenue,Kathleen,Bates,43,Head,Married,Female,Unemployed,None,Methodist
34,Riley Avenue,Owen,Bates,49,Husband,Married,Male,Interior and spatial designer,None,Methodist
34,Riley Avenue,Kate,Bates,15,Daughter,NA,Female,Student,None,NA
34,Riley Avenue,Henry,Bates,12,Son,NA,Male,Student,None,NA
35,Riley Avenue,Diana,White,54,Head,Single,Female,Occupational therapist,None,None
35,Riley Avenue,Vincent,Chapman,41,None,Single,Male,"Surveyor, building",None,None
35,Riley Avenue,Danielle,Harper,59,None,Single,Female,"Designer, furniture",None,None
35,Riley Avenue,Ian,Jones,29,None,Single,Male,"Administrator, sports",None,None
36,Riley Avenue,Mitchell,Taylor,82,Head,Divorced,Male,Retired Professor Emeritus,None,Catholic
37,Riley Avenue,Jeremy,Pearson,23,Head,Single,Male,Insurance broker,None,Christian
38,Riley Avenue,Albert,Hunter,25,Head,Single,Male,Pathologist,None,Catholic
38,Riley Avenue,Sharon,Rogers,23,Partner,Single,Female,Hospital pharmacist,None,Catholic
39,Riley Avenue,Ann,Khan,61,Head,Married,Female,"Engineer, chemical",None,Christian
39,Riley Avenue,Damien,Khan,63,Husband,Married,Male,Clinical cytogeneticist,None,Christian
39,Riley Avenue,Carole,Khan,37,Daughter,Single,Female,Legal secretary,None,None
39,Riley Avenue,Liam,Khan,36,Son,Divorced,Male,Legal secretary,None,Christian
40,Riley Avenue,Melanie,Myers,57,Head,Married,Female,Clothing/textile technologist,None,Christian
40,Riley Avenue,William,Myers,59,Husband,Married,Male,Airline pilot,None,Christian
40,Riley Avenue,Maurice,Myers,20,Son,Single,Male,University Student,None,None
40,Riley Avenue,Nicholas,Myers,16,Son,NA,Male,Student,None,NA
40,Riley Avenue,Danielle,Myers,12,Daughter,NA,Female,Student,None,NA
40,Riley Avenue,Lorraine,Myers,9,Daughter,NA,Female,Student,None,NA
41,Riley Avenue,Brett,Connor,42,Head,Single,Male,"Psychologist, prison and probation services",None,None
41,Riley Avenue,Eleanor,Dennis,42,Partner,Single,Female,"Production designer, theatre/television/film",None,None
42,Riley Avenue,Hazel,Hussain,103,Head,Widowed,Female,Retired Government social research officer,None,None
43,Riley Avenue,Aimee,Jones,52,Head,Married,Female,Dancer,None,None
43,Riley Avenue,Oliver,Jones,59,Husband,Married,Male,Ecologist,None,None
44,Riley Avenue,Carl,Archer,42,Head,Married,Male,Medical secretary,None,Christian
44,Riley Avenue,Carole,Archer,39,Wife,Married,Female,Theatre manager,None,Christian
44,Riley Avenue,Pamela,Archer,15,Step-Daughter,NA,Female,Student,None,NA
45,Riley Avenue,Helen,Boyle,33,Head,Single,Female,Civil Service administrator,None,Catholic
46,Riley Avenue,Bethany,Brown,22,Head,Married,Female,University Student,None,None
46,Riley Avenue,Robert,Brown,24,Husband,Married,Male,Horticultural consultant,None,None
46,Riley Avenue,Joyce,Brown,5,Daughter,NA,Female,Student,None,NA
46,Riley Avenue,James,Brown,3,Son,NA,Male,Child,None,NA
46,Riley Avenue,Stephen,Gardner,35,Lodger,Single,Male,"Scientist, research (physical sciences)",None,None
47,Riley Avenue,Sylvia,Allen,35,Head,Divorced,Female,Astronomer,None,Methodist
47,Riley Avenue,Kim,Allen,6,Daughter,NA,Female,Student,None,NA
48,Riley Avenue,Kathryn,Chandler,30,Head,Married,Female,Unemployed,None,None
48,Riley Avenue,Jay,Chandler,31,Husband,Married,Male,Database administrator,None,None
48,Riley Avenue,Leon,Chandler,4,Son,NA,Male,Child,None,NA
